clothing_name,situation,color,gender,time,category,price
hodie_8773_Purple,Casual,Purple,female,evening,hodie,4364
tie_1563_Blue,Party,Blue,male,evening,tie,4026
shorts_1831_Pink,Casual,Pink,male,noon,shorts,7721
skirt_4659_Pink,Outdoor,Pink,unisex,evening,skirt,2938
jeans_9406_Red,Outdoor,Red,female,night,jeans,2828
skirt_5327_Yellow,Outdoor,Yellow,male,morning,skirt,6258
tousers_8301_Green,Casual,Green,female,evening,tousers,7036
tousers_4268_Green,Formal,Green,unisex,night,tousers,5504
shoes_3240_Pink,Outdoor,Pink,male,evening,shoes,2049
shirt_9358_Pink,Party,Pink,unisex,noon,shirt,1412
t-shirt_6540_Yellow,Outdoor,Yellow,female,night,t-shirt,5034
shoes_9780_Red,Party,Red,male,evening,shoes,3432
tops_7881_Purple,Formal,Purple,male,night,tops,5795
skirt_9769_Pink,Wedding,Pink,unisex,night,skirt,4295
sport_414_Pink,Formal,Pink,male,night,sport,4756
jacket_9419_Green,Formal,Green,male,noon,jacket,6898
shorts_294_Pink,Outdoor,Pink,unisex,noon,shorts,6623
shoes_2847_Blue,Wedding,Blue,unisex,morning,shoes,7689
shoes_4753_Black,Party,Black,female,morning,shoes,7741
coat_4119_Green,Casual,Green,male,noon,coat,7461
tie_1366_Black,Formal,Black,male,noon,tie,1529
tousers_8210_Pink,Wedding,Pink,unisex,morning,tousers,3011
tie_566_Blue,Outdoor,Blue,unisex,morning,tie,2280
coat_9196_Pink,Outdoor,Pink,female,noon,coat,3226
tousers_1214_Pink,Formal,Pink,male,noon,tousers,5592
sport_680_Blue,Party,Blue,unisex,morning,sport,1049
jeans_1344_Green,Formal,Green,male,evening,jeans,9752
shirt_3136_Green,Formal,Green,female,noon,shirt,1152
skirt_1341_Purple,Party,Purple,male,evening,skirt,4011
hodie_8786_Blue,Formal,Blue,female,night,hodie,8203
sport_7176_Green,Casual,Green,female,night,sport,1442
t-shirt_4641_Green,Formal,Green,female,noon,t-shirt,4876
shirt_6952_Green,Party,Green,female,evening,shirt,3063
skirt_6684_Black,Formal,Black,female,noon,skirt,6947
suit_9631_Green,Casual,Green,male,night,suit,8540
tie_9158_Blue,Formal,Blue,male,noon,tie,2656
tops_6942_Pink,Work,Pink,male,noon,tops,6324
jeans_6910_Green,Party,Green,female,morning,jeans,5404
skirt_1713_Black,Wedding,Black,male,night,skirt,3348
hodie_8119_Green,Outdoor,Green,male,morning,hodie,1070
shirt_53_Green,Outdoor,Green,unisex,evening,shirt,3043
jeans_7916_White,Formal,White,unisex,morning,jeans,5680
jacket_975_White,Outdoor,White,unisex,evening,jacket,7046
blouse_3198_Blue,Wedding,Blue,female,morning,blouse,3916
coat_1637_Yellow,Party,Yellow,male,evening,coat,3177
shoes_3167_Blue,Work,Blue,male,morning,shoes,8188
suit_497_Yellow,Party,Yellow,female,night,suit,2022
shoes_3048_Blue,Casual,Blue,female,noon,shoes,3960
tie_759_Blue,Formal,Blue,male,noon,tie,7579
blouse_8706_Pink,Wedding,Pink,male,evening,blouse,5261
jeans_1880_White,Formal,White,female,evening,jeans,4420
jeans_1623_Yellow,Party,Yellow,male,morning,jeans,4553
sport_4465_Purple,Outdoor,Purple,female,night,sport,2721
jeans_1276_Pink,Party,Pink,female,noon,jeans,5750
shorts_9911_White,Party,White,female,noon,shorts,3445
tops_6000_Blue,Wedding,Blue,male,evening,tops,5545
tousers_1580_Pink,Outdoor,Pink,male,night,tousers,8213
suit_9655_Black,Formal,Black,female,night,suit,9987
jeans_4205_Black,Formal,Black,female,morning,jeans,9251
shirt_2148_Pink,Work,Pink,female,morning,shirt,5679
shirt_9021_Purple,Outdoor,Purple,female,morning,shirt,8241
jacket_6315_Yellow,Wedding,Yellow,male,evening,jacket,1800
suit_1494_Pink,Work,Pink,unisex,night,suit,7702
jeans_3373_White,Outdoor,White,male,evening,jeans,2847
shorts_4949_White,Party,White,male,night,shorts,3777
dress_2825_Yellow,Party,Yellow,unisex,noon,dress,3400
shorts_2150_Green,Casual,Green,female,morning,shorts,5065
sport_8756_White,Party,White,female,evening,sport,9710
shirt_8382_Yellow,Work,Yellow,male,night,shirt,4098
waistcoat_4251_White,Formal,White,female,night,waistcoat,6484
skirt_1193_Red,Casual,Red,male,noon,skirt,6077
suit_2268_Green,Casual,Green,female,morning,suit,4437
shorts_7483_Blue,Wedding,Blue,male,evening,shorts,8774
jeans_2129_White,Outdoor,White,unisex,evening,jeans,5673
jeans_3059_Yellow,Outdoor,Yellow,female,morning,jeans,2639
shirt_4182_Purple,Casual,Purple,unisex,morning,shirt,9216
sport_2575_Yellow,Wedding,Yellow,female,evening,sport,9184
coat_3260_Black,Party,Black,female,evening,coat,7009
shorts_2235_Red,Wedding,Red,female,night,shorts,9242
shorts_7607_Black,Wedding,Black,female,evening,shorts,3382
t-shirt_6130_Black,Casual,Black,male,morning,t-shirt,4898
t-shirt_1726_Black,Work,Black,unisex,evening,t-shirt,2528
blouse_5758_Red,Casual,Red,male,evening,blouse,4704
shorts_147_Yellow,Formal,Yellow,unisex,evening,shorts,1580
hodie_4485_Purple,Work,Purple,unisex,noon,hodie,6217
blouse_4217_White,Wedding,White,unisex,evening,blouse,8563
sport_2134_Red,Wedding,Red,female,morning,sport,2131
shorts_5378_Black,Formal,Black,female,night,shorts,5348
jeans_5445_Pink,Work,Pink,male,morning,jeans,7644
tousers_7203_Pink,Wedding,Pink,male,evening,tousers,5901
tops_8965_Purple,Work,Purple,unisex,evening,tops,1303
blouse_2093_Red,Casual,Red,male,night,blouse,4280
suit_2555_Blue,Wedding,Blue,unisex,morning,suit,9642
shoes_8584_Purple,Formal,Purple,female,evening,shoes,1981
waistcoat_4660_Blue,Outdoor,Blue,male,evening,waistcoat,9856
shorts_8962_Yellow,Casual,Yellow,male,evening,shorts,8044
coat_9432_Purple,Formal,Purple,female,evening,coat,9845
tie_8761_Pink,Casual,Pink,male,evening,tie,2591
blouse_551_Green,Casual,Green,female,evening,blouse,7506
shoes_8219_Blue,Wedding,Blue,female,evening,shoes,8860
shorts_6195_Black,Work,Black,unisex,evening,shorts,5453
blouse_8613_Black,Outdoor,Black,male,evening,blouse,3737
skirt_5146_Blue,Formal,Blue,male,noon,skirt,8710
waistcoat_9454_Pink,Work,Pink,male,morning,waistcoat,6330
tops_6560_Yellow,Outdoor,Yellow,female,noon,tops,2953
blouse_7370_Pink,Work,Pink,male,night,blouse,4069
hodie_2149_Black,Work,Black,female,noon,hodie,8146
jacket_1439_Purple,Wedding,Purple,unisex,noon,jacket,1991
jacket_7000_Pink,Work,Pink,male,morning,jacket,8353
t-shirt_5394_Red,Formal,Red,female,noon,t-shirt,2220
shorts_4308_Red,Party,Red,unisex,night,shorts,1617
waistcoat_3915_Black,Party,Black,female,night,waistcoat,6120
tousers_5272_Purple,Wedding,Purple,male,night,tousers,7277
shirt_1173_Red,Outdoor,Red,unisex,evening,shirt,4788
jeans_2042_Black,Formal,Black,male,evening,jeans,8439
blouse_5730_Blue,Formal,Blue,unisex,night,blouse,8548
jeans_7142_Red,Wedding,Red,male,evening,jeans,8700
shoes_8851_Red,Formal,Red,unisex,night,shoes,6909
coat_5038_Green,Wedding,Green,female,night,coat,3530
shirt_1893_Blue,Work,Blue,male,evening,shirt,4334
jacket_3483_White,Work,White,unisex,evening,jacket,6545
sport_2918_Yellow,Wedding,Yellow,female,morning,sport,1445
jeans_5918_Blue,Wedding,Blue,male,night,jeans,9901
shorts_3869_Black,Party,Black,unisex,noon,shorts,4766
skirt_9884_Blue,Formal,Blue,female,noon,skirt,1505
blouse_6034_Blue,Formal,Blue,male,noon,blouse,1748
suit_8257_Green,Wedding,Green,unisex,morning,suit,3958
jeans_419_Yellow,Wedding,Yellow,male,morning,jeans,6544
jeans_9350_Pink,Work,Pink,female,evening,jeans,7448
skirt_8151_Purple,Casual,Purple,male,noon,skirt,2761
suit_5935_White,Casual,White,unisex,night,suit,5397
jacket_7526_Yellow,Casual,Yellow,female,night,jacket,8851
coat_8200_Purple,Party,Purple,male,noon,coat,5797
suit_2856_Blue,Casual,Blue,female,evening,suit,4819
tie_7214_Purple,Formal,Purple,unisex,noon,tie,3230
dress_8656_Black,Formal,Black,female,night,dress,1266
tie_1727_Pink,Party,Pink,male,evening,tie,2028
blouse_1833_White,Formal,White,unisex,night,blouse,8267
hodie_2744_Purple,Party,Purple,unisex,evening,hodie,7528
tops_1335_Yellow,Casual,Yellow,male,noon,tops,1946
sport_3271_Blue,Party,Blue,unisex,noon,sport,4813
coat_5260_White,Formal,White,male,night,coat,1190
dress_1672_White,Party,White,male,night,dress,5737
sport_6235_Black,Party,Black,male,night,sport,5490
blouse_3842_Red,Formal,Red,female,night,blouse,7578
t-shirt_2628_Pink,Wedding,Pink,female,noon,t-shirt,7677
shorts_6350_Pink,Work,Pink,unisex,morning,shorts,3688
waistcoat_9095_Green,Wedding,Green,female,night,waistcoat,1306
tousers_681_Red,Casual,Red,unisex,morning,tousers,5804
dress_9060_Purple,Casual,Purple,male,night,dress,9054
hodie_6837_Black,Work,Black,unisex,night,hodie,7175
hodie_2553_Purple,Work,Purple,unisex,night,hodie,9172
tops_3979_White,Outdoor,White,male,night,tops,9648
shoes_3984_Green,Wedding,Green,unisex,night,shoes,6074
shorts_6017_Blue,Work,Blue,male,morning,shorts,8071
waistcoat_7455_Black,Wedding,Black,male,night,waistcoat,2299
jeans_3370_Yellow,Wedding,Yellow,male,evening,jeans,4164
skirt_8531_Pink,Wedding,Pink,male,evening,skirt,7839
shoes_3351_Red,Wedding,Red,female,noon,shoes,1922
tie_5258_Green,Casual,Green,male,noon,tie,7355
shoes_4749_Red,Casual,Red,female,evening,shoes,6322
tie_9128_Black,Outdoor,Black,female,noon,tie,1952
tops_4704_White,Casual,White,female,morning,tops,2595
tousers_6579_Green,Work,Green,male,morning,tousers,9855
shorts_9473_Blue,Work,Blue,female,evening,shorts,2546
t-shirt_3937_Blue,Wedding,Blue,female,evening,t-shirt,6486
hodie_4930_White,Formal,White,male,evening,hodie,3743
dress_6140_White,Outdoor,White,unisex,evening,dress,5549
shoes_2120_Purple,Work,Purple,female,night,shoes,8454
coat_4273_Red,Casual,Red,male,night,coat,8228
hodie_6485_Blue,Work,Blue,female,morning,hodie,7488
dress_3639_Red,Casual,Red,female,night,dress,3819
tops_6597_Pink,Work,Pink,female,noon,tops,8921
jeans_8356_Purple,Casual,Purple,unisex,evening,jeans,6791
shorts_88_Black,Casual,Black,female,morning,shorts,6970
shoes_5813_Green,Formal,Green,unisex,morning,shoes,7123
shirt_8427_Red,Wedding,Red,female,noon,shirt,9058
coat_8626_Pink,Work,Pink,female,evening,coat,4776
shirt_7896_Red,Party,Red,female,noon,shirt,2096
dress_7630_Purple,Casual,Purple,female,evening,dress,8887
shorts_5534_Blue,Formal,Blue,unisex,night,shorts,7996
coat_918_Purple,Work,Purple,unisex,noon,coat,3374
jeans_7404_Yellow,Wedding,Yellow,male,evening,jeans,5294
blouse_270_Black,Outdoor,Black,unisex,noon,blouse,1278
shoes_4114_Yellow,Wedding,Yellow,unisex,morning,shoes,7512
jeans_1456_White,Casual,White,male,noon,jeans,1688
skirt_7501_Black,Casual,Black,male,evening,skirt,7883
tie_2547_Purple,Party,Purple,female,noon,tie,6022
shoes_9975_Black,Casual,Black,male,night,shoes,1594
jeans_3205_Pink,Work,Pink,female,noon,jeans,8986
tops_3003_Purple,Party,Purple,female,night,tops,4327
tousers_164_Black,Party,Black,female,morning,tousers,2511
suit_2064_Red,Outdoor,Red,unisex,noon,suit,2310
shoes_474_Black,Wedding,Black,male,evening,shoes,3269
tie_4593_Yellow,Work,Yellow,unisex,night,tie,2279
dress_3275_Purple,Work,Purple,unisex,evening,dress,3111
shirt_6348_Red,Outdoor,Red,male,night,shirt,3850
coat_4451_Purple,Casual,Purple,female,noon,coat,3399
suit_4552_Pink,Work,Pink,male,morning,suit,5860
shorts_8372_Purple,Work,Purple,unisex,night,shorts,3417
suit_8735_Yellow,Formal,Yellow,male,evening,suit,9871
jeans_8246_Green,Formal,Green,male,night,jeans,4785
waistcoat_4713_Black,Party,Black,male,evening,waistcoat,6424
coat_2437_Purple,Wedding,Purple,male,noon,coat,8247
dress_9417_Yellow,Outdoor,Yellow,female,evening,dress,3943
dress_7292_White,Party,White,unisex,night,dress,1169
tops_4107_Purple,Wedding,Purple,unisex,night,tops,1680
blouse_8375_Black,Wedding,Black,unisex,night,blouse,8336
dress_380_Purple,Formal,Purple,female,evening,dress,2887
skirt_8076_Black,Party,Black,male,night,skirt,9087
tousers_7410_Pink,Work,Pink,female,evening,tousers,7456
jeans_1006_Purple,Work,Purple,male,evening,jeans,3962
tops_4875_Pink,Outdoor,Pink,female,night,tops,4299
suit_3850_Yellow,Work,Yellow,unisex,morning,suit,8150
tops_6013_Pink,Party,Pink,male,morning,tops,9825
tie_8177_Pink,Outdoor,Pink,male,noon,tie,8763
tie_5161_Green,Outdoor,Green,unisex,noon,tie,2917
t-shirt_4552_Pink,Work,Pink,female,morning,t-shirt,4628
hodie_7819_Pink,Casual,Pink,female,evening,hodie,7904
t-shirt_4309_Blue,Formal,Blue,male,morning,t-shirt,9808
waistcoat_1691_Yellow,Formal,Yellow,unisex,morning,waistcoat,1602
skirt_4526_Green,Outdoor,Green,unisex,evening,skirt,9944
blouse_9185_Blue,Outdoor,Blue,unisex,evening,blouse,9912
tousers_4203_Blue,Casual,Blue,female,noon,tousers,9957
shorts_8571_Red,Outdoor,Red,unisex,night,shorts,6515
suit_4964_Pink,Wedding,Pink,unisex,morning,suit,5664
tousers_4921_Blue,Formal,Blue,female,morning,tousers,4722
coat_3749_Red,Casual,Red,unisex,noon,coat,3956
shoes_9455_Blue,Casual,Blue,male,noon,shoes,9123
t-shirt_3331_Red,Formal,Red,unisex,evening,t-shirt,5196
skirt_9697_Black,Party,Black,female,evening,skirt,9578
t-shirt_7950_Red,Formal,Red,unisex,night,t-shirt,3460
blouse_8397_Pink,Work,Pink,unisex,evening,blouse,5999
coat_1884_Red,Casual,Red,unisex,night,coat,6800
blouse_4021_Green,Formal,Green,unisex,night,blouse,8051
t-shirt_7944_Yellow,Formal,Yellow,unisex,morning,t-shirt,2013
shoes_6443_Pink,Casual,Pink,male,night,shoes,9867
shoes_3234_Pink,Party,Pink,male,morning,shoes,9700
waistcoat_4267_Yellow,Party,Yellow,female,night,waistcoat,9550
dress_6994_Purple,Work,Purple,unisex,night,dress,5371
blouse_5612_Purple,Outdoor,Purple,unisex,evening,blouse,8497
jeans_3039_Red,Formal,Red,unisex,morning,jeans,3008
tie_6755_Pink,Casual,Pink,male,evening,tie,7366
coat_9063_Green,Casual,Green,male,night,coat,5676
shirt_502_Red,Outdoor,Red,unisex,morning,shirt,7927
skirt_6771_Purple,Work,Purple,unisex,morning,skirt,3878
jeans_4871_Green,Wedding,Green,unisex,noon,jeans,7434
tie_1040_Yellow,Party,Yellow,male,noon,tie,5654
dress_6113_Yellow,Casual,Yellow,female,noon,dress,2401
tie_5357_Green,Wedding,Green,unisex,morning,tie,4743
shirt_2280_Yellow,Formal,Yellow,female,night,shirt,9098
blouse_4413_Purple,Outdoor,Purple,female,evening,blouse,9269
shirt_9661_Red,Outdoor,Red,unisex,evening,shirt,2596
waistcoat_9540_Purple,Formal,Purple,unisex,morning,waistcoat,4004
jacket_2529_Pink,Wedding,Pink,male,noon,jacket,9426
suit_6646_Blue,Outdoor,Blue,female,evening,suit,4655
sport_6986_Blue,Formal,Blue,male,noon,sport,7860
dress_1584_Yellow,Party,Yellow,male,morning,dress,9187
jeans_4358_Green,Formal,Green,unisex,noon,jeans,5565
skirt_6256_Black,Party,Black,female,noon,skirt,8065
shirt_3304_Black,Wedding,Black,unisex,noon,shirt,3490
tops_6559_Red,Outdoor,Red,female,night,tops,9882
t-shirt_8355_Yellow,Casual,Yellow,male,night,t-shirt,9490
jeans_9888_Black,Party,Black,female,noon,jeans,6976
sport_54_Green,Party,Green,female,noon,sport,2955
skirt_3376_Blue,Work,Blue,unisex,evening,skirt,6325
jeans_8959_Black,Outdoor,Black,unisex,morning,jeans,5593
suit_3247_White,Formal,White,male,noon,suit,2897
t-shirt_9071_Red,Work,Red,male,noon,t-shirt,9297
jacket_393_Yellow,Work,Yellow,female,noon,jacket,8400
coat_2749_Green,Party,Green,female,morning,coat,7398
tie_2226_Blue,Outdoor,Blue,male,morning,tie,9200
shorts_8481_Yellow,Work,Yellow,unisex,night,shorts,8474
shoes_7009_Green,Work,Green,unisex,morning,shoes,5121
sport_9394_Pink,Outdoor,Pink,unisex,evening,sport,7099
tie_5583_Blue,Outdoor,Blue,female,noon,tie,8060
suit_8379_Pink,Outdoor,Pink,female,night,suit,8007
tops_5638_Blue,Work,Blue,unisex,evening,tops,6990
suit_9431_Blue,Casual,Blue,male,night,suit,5304
hodie_5518_Blue,Work,Blue,unisex,morning,hodie,5891
hodie_6446_Pink,Party,Pink,male,night,hodie,3204
suit_1890_Black,Wedding,Black,unisex,noon,suit,4166
coat_4411_Purple,Outdoor,Purple,female,evening,coat,1224
sport_5576_Yellow,Party,Yellow,unisex,noon,sport,7643
sport_5634_Red,Wedding,Red,unisex,night,sport,6050
jeans_9475_White,Party,White,unisex,evening,jeans,1082
tousers_1482_Yellow,Wedding,Yellow,unisex,night,tousers,5863
hodie_3755_Yellow,Party,Yellow,female,morning,hodie,5754
jeans_6090_Black,Casual,Black,female,morning,jeans,3562
dress_5782_Yellow,Outdoor,Yellow,unisex,noon,dress,7950
tousers_8155_Pink,Work,Pink,female,evening,tousers,2392
shoes_5434_Blue,Wedding,Blue,male,noon,shoes,1838
shirt_3436_Yellow,Work,Yellow,unisex,night,shirt,1934
coat_1698_White,Work,White,female,evening,coat,3438
coat_1500_Green,Wedding,Green,female,night,coat,1784
sport_3256_Red,Party,Red,unisex,noon,sport,6756
hodie_4279_Pink,Wedding,Pink,male,morning,hodie,2905
suit_5137_Red,Casual,Red,male,evening,suit,5809
shorts_4365_Black,Work,Black,male,evening,shorts,4607
coat_977_Red,Outdoor,Red,male,evening,coat,1381
tousers_6705_Black,Party,Black,female,night,tousers,3733
suit_3649_Red,Party,Red,unisex,night,suit,9739
shirt_4224_Green,Wedding,Green,male,evening,shirt,5273
skirt_1464_Green,Work,Green,female,evening,skirt,4059
shirt_1374_Pink,Casual,Pink,unisex,night,shirt,7763
waistcoat_6432_Pink,Outdoor,Pink,unisex,evening,waistcoat,9705
tie_1042_Red,Work,Red,male,night,tie,4685
shirt_9893_Purple,Formal,Purple,female,noon,shirt,3849
shoes_4983_Red,Wedding,Red,male,night,shoes,2975
waistcoat_2471_Green,Party,Green,unisex,night,waistcoat,7134
shorts_564_Blue,Wedding,Blue,male,noon,shorts,6897
shorts_1443_Yellow,Work,Yellow,unisex,morning,shorts,7112
tops_4148_Pink,Formal,Pink,male,evening,tops,4287
suit_6432_Green,Formal,Green,male,evening,suit,4866
hodie_9996_Blue,Formal,Blue,female,morning,hodie,9124
waistcoat_3171_Green,Wedding,Green,female,evening,waistcoat,8998
shoes_9322_Purple,Outdoor,Purple,female,evening,shoes,9515
dress_4315_White,Outdoor,White,unisex,morning,dress,5082
suit_774_White,Outdoor,White,male,morning,suit,2802
tousers_4916_Black,Casual,Black,female,morning,tousers,7553
dress_2776_Yellow,Party,Yellow,unisex,noon,dress,1857
blouse_6257_Green,Casual,Green,male,evening,blouse,1453
tousers_7676_Green,Party,Green,unisex,noon,tousers,2310
tie_2893_Blue,Casual,Blue,unisex,morning,tie,9277
blouse_178_Black,Outdoor,Black,male,morning,blouse,1916
tops_3850_Green,Wedding,Green,unisex,night,tops,9459
blouse_1334_Green,Wedding,Green,male,morning,blouse,7749
blouse_8310_Pink,Party,Pink,female,night,blouse,5278
coat_5594_Purple,Outdoor,Purple,female,noon,coat,8899
t-shirt_6507_Black,Wedding,Black,male,evening,t-shirt,3221
tie_3685_White,Work,White,female,night,tie,7827
shoes_6228_Pink,Wedding,Pink,unisex,night,shoes,2734
shirt_1887_Red,Outdoor,Red,unisex,noon,shirt,1756
jeans_484_Black,Formal,Black,female,morning,jeans,1182
shirt_1155_Red,Casual,Red,female,evening,shirt,8978
shorts_8283_Pink,Work,Pink,unisex,night,shorts,2449
tie_9599_Green,Work,Green,unisex,noon,tie,4258
waistcoat_7226_Blue,Party,Blue,female,evening,waistcoat,1040
shirt_6310_Yellow,Outdoor,Yellow,male,noon,shirt,7480
dress_2234_Purple,Casual,Purple,male,night,dress,2949
shorts_9824_Yellow,Formal,Yellow,male,morning,shorts,7487
shoes_2136_Purple,Work,Purple,unisex,morning,shoes,2678
shorts_3025_Red,Casual,Red,unisex,noon,shorts,9925
dress_5325_Yellow,Work,Yellow,unisex,night,dress,2833
suit_3314_Green,Formal,Green,male,noon,suit,8291
jacket_5198_Red,Work,Red,male,noon,jacket,3794
waistcoat_830_Yellow,Party,Yellow,male,noon,waistcoat,7561
skirt_9839_Yellow,Formal,Yellow,male,evening,skirt,1587
suit_8766_Blue,Formal,Blue,female,evening,suit,8824
waistcoat_1920_Black,Casual,Black,male,noon,waistcoat,7072
suit_1024_Green,Work,Green,unisex,evening,suit,6676
tops_1042_Red,Wedding,Red,male,noon,tops,9592
sport_3573_Black,Formal,Black,unisex,noon,sport,5110
dress_3233_Black,Casual,Black,female,night,dress,2199
t-shirt_6947_Red,Casual,Red,female,evening,t-shirt,1904
suit_9874_Blue,Outdoor,Blue,male,noon,suit,2622
coat_5614_Purple,Party,Purple,female,evening,coat,4808
jacket_179_Black,Outdoor,Black,unisex,night,jacket,2871
waistcoat_8999_Black,Party,Black,male,morning,waistcoat,7070
tops_9141_Blue,Formal,Blue,unisex,night,tops,9117
shorts_1613_Black,Work,Black,unisex,evening,shorts,1113
sport_2371_Blue,Casual,Blue,male,evening,sport,6209
shorts_3077_Red,Formal,Red,female,evening,shorts,9857
blouse_1645_Yellow,Formal,Yellow,male,morning,blouse,3324
shirt_3937_White,Casual,White,male,evening,shirt,5773
t-shirt_4965_Pink,Work,Pink,unisex,evening,t-shirt,3310
tousers_9539_Yellow,Party,Yellow,female,night,tousers,5773
shirt_1297_Green,Outdoor,Green,unisex,evening,shirt,9243
dress_1771_Black,Party,Black,female,evening,dress,1935
jeans_4062_Red,Wedding,Red,male,noon,jeans,8882
dress_1476_Pink,Wedding,Pink,female,noon,dress,5404
skirt_2434_Green,Wedding,Green,unisex,noon,skirt,4754
jeans_686_Green,Formal,Green,male,noon,jeans,9818
shoes_3720_Blue,Outdoor,Blue,unisex,evening,shoes,6867
skirt_5589_Yellow,Work,Yellow,female,night,skirt,5044
tops_369_Yellow,Wedding,Yellow,male,night,tops,9707
skirt_3033_Black,Wedding,Black,male,night,skirt,9410
tousers_9934_Yellow,Formal,Yellow,female,night,tousers,9615
waistcoat_8074_Blue,Formal,Blue,female,morning,waistcoat,7567
shoes_9476_Green,Wedding,Green,male,evening,shoes,9904
dress_2082_Blue,Formal,Blue,unisex,evening,dress,9323
dress_961_White,Work,White,male,noon,dress,8712
shirt_8223_Black,Casual,Black,female,evening,shirt,9996
tops_8463_Blue,Formal,Blue,unisex,noon,tops,2750
suit_6541_Purple,Outdoor,Purple,female,morning,suit,9714
t-shirt_7176_Pink,Wedding,Pink,female,night,t-shirt,2337
jacket_1552_Green,Work,Green,female,morning,jacket,6903
skirt_2130_White,Outdoor,White,male,morning,skirt,1461
skirt_7629_Pink,Party,Pink,male,night,skirt,6764
tie_6991_White,Wedding,White,male,evening,tie,4283
t-shirt_8461_Green,Party,Green,female,night,t-shirt,6922
t-shirt_3880_Red,Outdoor,Red,female,evening,t-shirt,9133
jeans_5828_Black,Casual,Black,male,morning,jeans,7150
tousers_3614_Purple,Casual,Purple,unisex,evening,tousers,1429
coat_8915_Black,Party,Black,unisex,morning,coat,9057
shirt_7065_Blue,Work,Blue,unisex,evening,shirt,6250
jacket_5702_Red,Formal,Red,male,evening,jacket,9400
tops_2745_Green,Wedding,Green,unisex,night,tops,1774
skirt_846_Purple,Casual,Purple,unisex,evening,skirt,6230
coat_3627_Black,Work,Black,unisex,noon,coat,2449
sport_9103_Yellow,Formal,Yellow,unisex,night,sport,1284
tops_6661_Green,Formal,Green,male,night,tops,2461
skirt_5566_Yellow,Formal,Yellow,unisex,morning,skirt,5999
shoes_6156_Purple,Outdoor,Purple,female,morning,shoes,8336
shorts_3300_Pink,Formal,Pink,unisex,evening,shorts,1454
suit_3985_Blue,Casual,Blue,unisex,evening,suit,5686
tie_8265_Yellow,Outdoor,Yellow,unisex,noon,tie,4311
suit_9071_Red,Party,Red,female,night,suit,4539
tousers_936_Blue,Wedding,Blue,unisex,noon,tousers,1219
tousers_9887_Red,Wedding,Red,unisex,morning,tousers,3144
shorts_9147_Purple,Party,Purple,unisex,noon,shorts,7031
suit_3266_Blue,Casual,Blue,unisex,morning,suit,2089
suit_5774_Pink,Outdoor,Pink,unisex,morning,suit,9833
hodie_373_Pink,Wedding,Pink,unisex,noon,hodie,6923
hodie_5255_Pink,Formal,Pink,female,morning,hodie,9121
skirt_2695_Red,Work,Red,unisex,morning,skirt,2072
sport_910_Purple,Wedding,Purple,female,morning,sport,4287
t-shirt_8468_Green,Wedding,Green,male,noon,t-shirt,7459
dress_8549_White,Formal,White,male,night,dress,9861
skirt_7589_Purple,Work,Purple,male,morning,skirt,8397
blouse_5444_White,Wedding,White,unisex,noon,blouse,1122
shirt_4570_Blue,Casual,Blue,unisex,noon,shirt,9012
jacket_9922_Black,Formal,Black,male,noon,jacket,4286
blouse_886_White,Work,White,unisex,morning,blouse,3210
waistcoat_4223_Red,Party,Red,unisex,noon,waistcoat,9642
coat_6987_Black,Formal,Black,male,noon,coat,5613
coat_9011_Blue,Outdoor,Blue,unisex,night,coat,4643
coat_6692_White,Formal,White,unisex,night,coat,6167
coat_7791_Purple,Wedding,Purple,female,morning,coat,7863
waistcoat_7345_Black,Work,Black,male,night,waistcoat,6038
blouse_7394_Purple,Wedding,Purple,unisex,noon,blouse,4035
coat_7576_White,Work,White,male,night,coat,7114
shirt_9027_Red,Formal,Red,male,evening,shirt,3517
tie_892_Green,Wedding,Green,unisex,evening,tie,1742
blouse_8808_Green,Wedding,Green,female,morning,blouse,7695
blouse_6627_Green,Outdoor,Green,unisex,night,blouse,9227
blouse_8200_Blue,Formal,Blue,unisex,evening,blouse,3346
shirt_1136_Yellow,Party,Yellow,female,night,shirt,7351
jacket_5239_White,Formal,White,female,night,jacket,2409
t-shirt_866_Black,Outdoor,Black,female,night,t-shirt,7401
waistcoat_9283_Black,Work,Black,male,morning,waistcoat,9733
waistcoat_9677_Red,Party,Red,male,night,waistcoat,5250
tie_3897_Blue,Formal,Blue,female,evening,tie,5119
hodie_6781_Green,Outdoor,Green,male,evening,hodie,5503
suit_5355_Blue,Work,Blue,female,morning,suit,7309
dress_7496_Blue,Outdoor,Blue,female,evening,dress,4921
t-shirt_2672_Pink,Outdoor,Pink,female,night,t-shirt,1140
shorts_7677_Red,Party,Red,male,morning,shorts,2679
suit_8675_Black,Formal,Black,unisex,evening,suit,8271
coat_1163_Red,Formal,Red,female,morning,coat,2515
shirt_1508_Red,Party,Red,female,morning,shirt,1916
blouse_4762_Purple,Party,Purple,male,night,blouse,9874
tops_1786_Yellow,Formal,Yellow,unisex,noon,tops,5084
tousers_9512_Purple,Work,Purple,male,morning,tousers,2594
shorts_3935_Red,Outdoor,Red,male,night,shorts,6234
hodie_7119_Yellow,Casual,Yellow,female,noon,hodie,5215
jeans_3324_Red,Party,Red,male,night,jeans,4855
suit_9830_Purple,Party,Purple,unisex,noon,suit,7401
jeans_4438_White,Formal,White,female,morning,jeans,7336
jacket_8180_Purple,Wedding,Purple,unisex,morning,jacket,8317
t-shirt_287_Blue,Wedding,Blue,female,evening,t-shirt,2330
