clothing_name,situation,color,gender,time,price
Blouse_726_White,Party,White,unisex,evening,1712
Pants_84_Yellow,Work,Yellow,unisex,morning,3917
Jeans_80_Pink,Formal,Pink,unisex,noon,1617
Jacket_676_Pink,Party,Pink,unisex,noon,9804
Jacket_955_White,Outdoor,White,unisex,evening,8182
Blouse_920_Blue,Outdoor,Blue,male,morning,4913
Dress_218_Red,Wedding,Red,unisex,morning,2050
T-shirt_232_Black,Formal,Black,male,night,7907
Blouse_647_Pink,Party,Pink,unisex,night,4887
Pants_695_Blue,Formal,Blue,unisex,night,9309
Dress_490_White,Casual,White,unisex,evening,2658
Pants_700_Red,Work,Red,unisex,evening,2141
Jacket_237_White,Formal,White,female,noon,4092
Shirt_641_Yellow,Casual,Yellow,female,noon,9766
Pants_3_Green,Work,Green,female,night,8606
Skirt_822_Black,Casual,Black,unisex,evening,3527
Dress_103_Blue,Casual,Blue,female,evening,1980
Jeans_627_Black,Outdoor,Black,unisex,noon,7235
Jeans_428_Pink,Wedding,Pink,male,evening,8338
Skirt_154_Pink,Casual,Pink,unisex,noon,8552
Jacket_25_Blue,Casual,Blue,female,night,5316
Shirt_299_Green,Formal,Green,unisex,morning,8645
Jeans_573_Pink,Formal,Pink,unisex,evening,8361
T-shirt_36_Red,Party,Red,female,noon,3835
Dress_480_White,Party,White,female,noon,6837
Blouse_795_White,Casual,White,male,night,6134
Dress_183_Red,Outdoor,Red,unisex,noon,9947
Dress_932_Yellow,Outdoor,Yellow,female,morning,5193
Blouse_876_Red,Wedding,Red,female,noon,7375
Jeans_992_Black,Outdoor,Black,unisex,evening,3141
Pants_770_White,Work,White,unisex,morning,2353
Pants_9_Red,Casual,Red,male,evening,1186
Dress_64_Black,Party,Black,unisex,evening,7512
Skirt_901_Purple,Wedding,Purple,male,noon,9864
Jacket_611_Purple,Formal,Purple,unisex,night,8076
Shirt_789_Purple,Party,Purple,male,noon,4732
Shirt_530_Black,Formal,Black,female,evening,3287
Blouse_183_Black,Casual,Black,male,noon,9445
Jeans_100_Blue,Formal,Blue,female,night,7453
Shirt_537_Green,Formal,Green,female,morning,9960
Jacket_198_Black,Wedding,Black,male,noon,3958
Pants_811_Red,Wedding,Red,unisex,evening,4178
Pants_387_Black,Outdoor,Black,female,noon,7276
Shirt_960_Red,Casual,Red,female,evening,4395
Jeans_919_Purple,Work,Purple,female,night,1520
Jeans_455_Black,Wedding,Black,unisex,night,9821
Dress_161_Yellow,Formal,Yellow,male,morning,2860
Jeans_959_Purple,Work,Purple,female,noon,5991
Jacket_642_White,Casual,White,male,evening,5765
Shirt_347_Black,Wedding,Black,female,noon,9568
Skirt_862_Yellow,Work,Yellow,unisex,evening,4488
Dress_480_White,Wedding,White,female,morning,3406
Dress_119_White,Party,White,unisex,noon,7864
Skirt_390_Purple,Party,Purple,female,evening,5345
Skirt_633_Red,Formal,Red,male,night,9146
Pants_10_Pink,Wedding,Pink,unisex,night,6929
Shirt_94_Purple,Outdoor,Purple,male,evening,8145
Pants_418_Black,Wedding,Black,female,morning,4577
Shirt_682_Green,Party,Green,female,night,6014
Dress_250_Green,Outdoor,Green,male,night,1773
Blouse_883_White,Party,White,unisex,evening,5929
Dress_515_Red,Casual,Red,female,noon,5085
Jacket_585_Purple,Formal,Purple,female,evening,5856
Jacket_460_White,Formal,White,female,morning,2884
Jacket_75_Pink,Formal,Pink,male,evening,6956
T-shirt_863_White,Wedding,White,female,morning,8395
Shirt_496_Black,Formal,Black,male,noon,1260
Jeans_795_White,Casual,White,male,noon,8901
Shirt_826_White,Wedding,White,female,morning,7766
T-shirt_46_Yellow,Party,Yellow,female,noon,8837
Blouse_785_White,Outdoor,White,unisex,noon,1814
Shirt_842_White,Formal,White,unisex,morning,2267
Jacket_831_Black,Outdoor,Black,unisex,morning,1227
Shirt_412_Black,Work,Black,female,night,8077
Skirt_243_Blue,Outdoor,Blue,male,morning,9406
Jacket_444_Black,Work,Black,unisex,evening,9242
T-shirt_16_Pink,Casual,Pink,male,morning,9775
Jacket_510_Purple,Outdoor,Purple,male,morning,3681
Blouse_720_Black,Work,Black,unisex,noon,3565
T-shirt_459_Red,Casual,Red,male,noon,7943
Blouse_460_Black,Outdoor,Black,female,morning,3708
T-shirt_89_Green,Work,Green,female,evening,6740
T-shirt_710_White,Work,White,female,night,7629
Jacket_525_Yellow,Work,Yellow,male,noon,5445
Blouse_85_Red,Outdoor,Red,female,morning,7074
Skirt_55_Red,Party,Red,male,morning,6191
Dress_62_White,Outdoor,White,female,morning,5457
Jeans_208_Pink,Wedding,Pink,female,evening,2402
Skirt_583_Yellow,Party,Yellow,female,night,7420
Jacket_349_White,Wedding,White,unisex,evening,9956
Dress_115_Yellow,Work,Yellow,female,night,2800
Pants_631_Green,Party,Green,female,evening,7875
Pants_237_Red,Wedding,Red,unisex,evening,4609
Jeans_978_Green,Wedding,Green,female,morning,9779
Blouse_58_Red,Wedding,Red,unisex,morning,2493
Skirt_537_Black,Formal,Black,female,noon,4827
Blouse_572_Yellow,Party,Yellow,unisex,night,8258
T-shirt_444_Black,Party,Black,male,night,1408
Skirt_269_Yellow,Casual,Yellow,male,morning,5949
Skirt_152_Blue,Casual,Blue,unisex,evening,9622
Shirt_9_Black,Outdoor,Black,male,night,5427
Skirt_229_White,Casual,White,unisex,evening,1118
Pants_717_Green,Outdoor,Green,unisex,noon,5483
Blouse_225_White,Outdoor,White,male,night,3435
Jeans_504_White,Outdoor,White,female,morning,5667
Jeans_429_Purple,Casual,Purple,male,night,7030
Pants_829_Pink,Casual,Pink,unisex,night,5848
Jacket_945_White,Work,White,female,evening,5490
Skirt_92_Red,Party,Red,female,noon,2307
Pants_66_Purple,Wedding,Purple,female,night,9227
Pants_918_Yellow,Casual,Yellow,unisex,evening,9101
Blouse_258_Yellow,Casual,Yellow,unisex,morning,2453
Jacket_718_Purple,Party,Purple,unisex,noon,1928
Pants_996_Pink,Party,Pink,male,night,6282
T-shirt_879_Yellow,Formal,Yellow,unisex,morning,8101
Dress_49_Yellow,Formal,Yellow,female,evening,6173
Pants_470_Blue,Party,Blue,male,noon,8846
Jeans_153_Green,Party,Green,male,night,1773
Dress_574_Blue,Work,Blue,female,night,3166
Skirt_111_Purple,Casual,Purple,unisex,night,3836
Shirt_226_Green,Work,Green,unisex,evening,3471
Pants_212_Black,Party,Black,female,morning,8651
Jacket_569_White,Formal,White,male,night,7432
Shirt_976_Purple,Party,Purple,female,evening,8644
Blouse_901_Black,Work,Black,female,morning,3722
Dress_840_Black,Work,Black,unisex,night,3539
Blouse_890_Black,Wedding,Black,male,noon,6608
Jeans_739_Purple,Outdoor,Purple,unisex,night,4451
Pants_283_Red,Casual,Red,female,noon,3267
Shirt_597_Red,Wedding,Red,female,noon,8262
Pants_665_Pink,Outdoor,Pink,unisex,morning,4677
Dress_687_White,Work,White,male,noon,6965
Pants_306_Green,Party,Green,female,night,4768
Pants_385_Yellow,Party,Yellow,female,night,5377
Blouse_65_White,Casual,White,male,night,5717
Skirt_457_Blue,Party,Blue,male,morning,5578
Pants_813_Purple,Work,Purple,male,noon,8414
Blouse_181_White,Formal,White,female,evening,9739
Skirt_655_Green,Formal,Green,female,morning,5779
Jeans_376_Pink,Wedding,Pink,female,morning,7087
Jeans_891_Green,Outdoor,Green,male,night,5253
Pants_94_Green,Formal,Green,female,night,6426
Dress_919_Yellow,Casual,Yellow,female,morning,3361
Dress_105_Red,Party,Red,unisex,noon,1588
Shirt_51_Black,Casual,Black,male,evening,5797
Dress_762_Yellow,Wedding,Yellow,male,morning,6333
Blouse_300_White,Wedding,White,unisex,noon,1486
Pants_690_Yellow,Formal,Yellow,male,evening,4613
T-shirt_248_Green,Formal,Green,unisex,noon,4756
T-shirt_712_Yellow,Party,Yellow,male,noon,2320
Dress_493_Red,Wedding,Red,male,noon,2651
Blouse_744_Black,Party,Black,male,evening,3611
Blouse_196_Green,Work,Green,unisex,noon,5538
Jacket_252_Purple,Work,Purple,male,evening,1390
Jeans_462_Green,Outdoor,Green,unisex,morning,2675
Jeans_225_Pink,Casual,Pink,male,evening,1833
Blouse_380_Black,Outdoor,Black,male,night,7684
Blouse_131_Blue,Outdoor,Blue,male,evening,1280
Skirt_217_Green,Work,Green,male,morning,3264
Skirt_396_Purple,Formal,Purple,female,morning,2878
Jacket_648_Pink,Wedding,Pink,unisex,evening,7953
T-shirt_113_Yellow,Formal,Yellow,female,night,5377
Blouse_841_Pink,Wedding,Pink,unisex,evening,8865
Shirt_197_Purple,Formal,Purple,male,noon,6137
Pants_778_Blue,Casual,Blue,male,evening,9827
Dress_438_Yellow,Formal,Yellow,unisex,noon,4554
Blouse_309_White,Outdoor,White,female,night,1130
Dress_747_Red,Formal,Red,unisex,noon,9089
Skirt_511_Yellow,Formal,Yellow,male,night,6257
Jeans_125_Blue,Formal,Blue,male,evening,7111
Dress_579_White,Formal,White,male,noon,6912
Skirt_618_Pink,Wedding,Pink,female,evening,9726
Blouse_225_Blue,Outdoor,Blue,male,noon,3948
Shirt_926_Pink,Outdoor,Pink,unisex,night,4231
Dress_715_Black,Formal,Black,male,evening,3310
Jeans_124_White,Casual,White,female,noon,2408
Blouse_216_Blue,Outdoor,Blue,female,evening,4026
T-shirt_778_Purple,Formal,Purple,female,morning,9721
Pants_787_Green,Party,Green,unisex,noon,6455
Dress_585_Yellow,Formal,Yellow,female,night,2298
Jeans_348_Black,Wedding,Black,unisex,morning,3078
Shirt_338_Blue,Formal,Blue,male,noon,3219
Jeans_599_Purple,Casual,Purple,unisex,noon,1332
Blouse_318_Red,Party,Red,female,morning,2523
Jeans_712_Black,Formal,Black,unisex,evening,2196
Dress_171_Blue,Casual,Blue,female,noon,5298
Pants_537_Blue,Wedding,Blue,male,noon,3595
Shirt_906_Yellow,Formal,Yellow,male,evening,3567
Skirt_769_Black,Outdoor,Black,unisex,morning,8592
Dress_760_Green,Outdoor,Green,female,night,2115
Pants_17_Yellow,Formal,Yellow,male,noon,1349
T-shirt_199_Blue,Wedding,Blue,female,night,6930
Blouse_249_Purple,Wedding,Purple,male,morning,6423
Dress_582_White,Party,White,female,evening,3562
Blouse_312_Blue,Wedding,Blue,unisex,morning,5442
T-shirt_217_White,Casual,White,male,night,5090
Blouse_395_Yellow,Party,Yellow,unisex,morning,7621
Jeans_547_Red,Wedding,Red,unisex,night,3649
Skirt_205_Purple,Casual,Purple,female,noon,9003
Jacket_352_Yellow,Wedding,Yellow,unisex,night,1721
Shirt_772_Red,Casual,Red,unisex,noon,2289
T-shirt_481_Purple,Casual,Purple,unisex,evening,5616
Blouse_201_Purple,Formal,Purple,male,night,5086
T-shirt_813_Green,Wedding,Green,male,evening,6559
T-shirt_355_Yellow,Work,Yellow,male,noon,4820
Dress_16_Yellow,Outdoor,Yellow,unisex,noon,2687
Jacket_255_Green,Casual,Green,male,morning,6808
Blouse_938_Yellow,Party,Yellow,female,night,7679
Jacket_141_Purple,Party,Purple,female,evening,2449
Dress_860_Blue,Work,Blue,unisex,evening,3717
Skirt_145_White,Party,White,male,noon,9227
Shirt_692_Green,Wedding,Green,unisex,night,1204
Blouse_535_Purple,Formal,Purple,female,morning,7060
Skirt_496_Pink,Formal,Pink,male,morning,1734
Blouse_439_Green,Formal,Green,unisex,noon,3516
Dress_26_Pink,Work,Pink,female,morning,2243
T-shirt_999_Pink,Work,Pink,unisex,night,9642
T-shirt_194_Yellow,Outdoor,Yellow,unisex,night,6171
Blouse_311_Purple,Formal,Purple,male,noon,8299
Dress_405_Yellow,Party,Yellow,unisex,evening,3620
Jacket_197_Yellow,Work,Yellow,female,noon,6799
Blouse_748_White,Casual,White,unisex,noon,6607
T-shirt_740_Green,Formal,Green,female,night,1471
Blouse_369_Green,Outdoor,Green,male,night,6554
Skirt_244_Pink,Formal,Pink,female,noon,4943
Skirt_45_Purple,Casual,Purple,female,night,2581
Blouse_881_Purple,Party,Purple,male,night,1488
Skirt_812_Red,Formal,Red,male,morning,8612
Skirt_383_Red,Formal,Red,unisex,evening,5886
Jacket_129_Pink,Party,Pink,male,noon,1121
Jacket_953_Pink,Outdoor,Pink,unisex,noon,8735
Jeans_559_White,Wedding,White,unisex,morning,4517
Jeans_798_Yellow,Outdoor,Yellow,male,evening,4402
Shirt_593_White,Work,White,unisex,noon,2775
Skirt_38_Blue,Work,Blue,unisex,evening,4185
Jeans_714_Purple,Casual,Purple,female,morning,5705
Blouse_902_Yellow,Formal,Yellow,female,morning,6945
Blouse_871_Green,Wedding,Green,male,morning,9816
Shirt_251_Green,Wedding,Green,male,night,3897
Blouse_951_Purple,Outdoor,Purple,male,morning,9363
Dress_527_Yellow,Outdoor,Yellow,male,morning,7240
Blouse_608_White,Formal,White,unisex,morning,1527
Blouse_805_Blue,Casual,Blue,female,noon,9543
Blouse_811_Purple,Casual,Purple,unisex,noon,6727
Blouse_361_Blue,Casual,Blue,unisex,morning,6852
Jeans_54_White,Wedding,White,female,evening,6165
Jeans_656_Red,Wedding,Red,unisex,noon,4055
Jacket_151_Green,Casual,Green,unisex,noon,8980
Skirt_825_Red,Work,Red,unisex,noon,9894
Pants_458_Yellow,Work,Yellow,male,evening,1907
Dress_826_Blue,Formal,Blue,unisex,evening,2220
Jacket_340_Green,Wedding,Green,female,evening,6966
Pants_724_Red,Wedding,Red,unisex,noon,6102
Shirt_88_Purple,Work,Purple,male,noon,8368
Dress_824_Green,Party,Green,unisex,morning,3757
Pants_929_Green,Wedding,Green,male,night,2169
Blouse_405_White,Outdoor,White,female,evening,6615
Skirt_363_Blue,Casual,Blue,female,night,8948
Jacket_992_Blue,Outdoor,Blue,unisex,night,1032
Blouse_177_Red,Wedding,Red,unisex,night,2179
Blouse_687_Yellow,Work,Yellow,male,noon,6283
Jacket_92_Red,Work,Red,female,noon,8725
Jeans_508_Black,Party,Black,female,night,5620
Shirt_18_White,Casual,White,male,evening,5725
Pants_746_Blue,Formal,Blue,female,evening,6009
Dress_958_Pink,Wedding,Pink,unisex,evening,2011
Blouse_383_Red,Wedding,Red,unisex,morning,1748
Blouse_890_Purple,Outdoor,Purple,female,evening,7437
T-shirt_94_Pink,Party,Pink,unisex,night,5708
Jeans_733_Purple,Casual,Purple,unisex,evening,7517
T-shirt_257_White,Party,White,female,night,5573
Blouse_312_Red,Wedding,Red,male,night,2539
Skirt_284_Blue,Wedding,Blue,unisex,morning,1312
Shirt_475_Blue,Outdoor,Blue,unisex,morning,6448
Jacket_569_Red,Wedding,Red,unisex,night,1145
T-shirt_538_Red,Formal,Red,male,evening,3520
Pants_186_Pink,Casual,Pink,unisex,noon,8243
Pants_892_Yellow,Outdoor,Yellow,female,evening,5413
Pants_698_Purple,Formal,Purple,unisex,noon,6789
Jeans_755_Yellow,Work,Yellow,male,noon,4570
Skirt_658_Pink,Party,Pink,unisex,evening,2812
Jacket_135_Yellow,Casual,Yellow,unisex,noon,3870
Shirt_221_Blue,Casual,Blue,unisex,evening,5805
Jeans_980_Yellow,Casual,Yellow,unisex,noon,8789
Skirt_43_Blue,Outdoor,Blue,male,night,1430
Shirt_187_Blue,Wedding,Blue,female,noon,4810
Jacket_206_Green,Outdoor,Green,male,noon,4670
T-shirt_949_Green,Outdoor,Green,unisex,night,1665
Blouse_490_Yellow,Party,Yellow,female,morning,8012
Jacket_891_Yellow,Casual,Yellow,female,evening,7686
Jeans_22_Red,Outdoor,Red,unisex,night,4438
Shirt_992_Black,Party,Black,unisex,night,8503
Shirt_269_Blue,Work,Blue,female,morning,6280
Skirt_990_Green,Outdoor,Green,unisex,night,7056
Shirt_887_Red,Formal,Red,female,night,1354
T-shirt_182_Green,Work,Green,female,noon,2260
T-shirt_747_Red,Formal,Red,male,evening,5664
Shirt_921_Green,Formal,Green,unisex,noon,8417
Pants_901_Green,Wedding,Green,male,night,1432
Jeans_313_Red,Formal,Red,unisex,morning,4888
Jeans_14_Red,Casual,Red,female,night,3481
Dress_210_Red,Formal,Red,female,evening,6228
Skirt_683_Black,Party,Black,unisex,noon,9981
Jeans_988_Green,Formal,Green,female,noon,4464
Blouse_159_White,Casual,White,male,evening,1278
Skirt_279_Red,Formal,Red,unisex,morning,6679
Shirt_93_Blue,Party,Blue,male,noon,6800
Blouse_838_Red,Formal,Red,male,night,8085
Jacket_512_White,Work,White,unisex,evening,7534
Blouse_972_Blue,Casual,Blue,male,noon,5497
Skirt_738_Yellow,Wedding,Yellow,male,noon,2464
Blouse_782_White,Work,White,female,evening,4443
T-shirt_284_Green,Casual,Green,male,night,7139
Jeans_10_Green,Formal,Green,female,evening,4048
T-shirt_370_Blue,Wedding,Blue,unisex,morning,6304
T-shirt_288_White,Casual,White,female,evening,6154
Blouse_720_Blue,Work,Blue,unisex,evening,9284
Shirt_912_Pink,Formal,Pink,female,morning,7682
Jacket_102_Pink,Wedding,Pink,unisex,evening,4523
Jacket_565_Black,Party,Black,male,night,1354
Jacket_423_Yellow,Work,Yellow,male,noon,8309
Jacket_435_Pink,Outdoor,Pink,male,evening,4195
Jeans_964_Pink,Outdoor,Pink,male,morning,2206
Dress_988_Red,Formal,Red,unisex,evening,5891
T-shirt_440_Green,Party,Green,female,noon,3988
Pants_137_Blue,Wedding,Blue,female,evening,7874
Jacket_369_Pink,Work,Pink,male,night,8876
T-shirt_895_Purple,Party,Purple,male,night,9763
Jacket_61_Blue,Outdoor,Blue,male,morning,6230
Dress_397_Yellow,Casual,Yellow,female,evening,2051
Jacket_307_Pink,Casual,Pink,male,morning,5351
Dress_388_White,Formal,White,male,noon,5782
Blouse_968_Yellow,Casual,Yellow,female,evening,1513
Dress_703_Pink,Casual,Pink,male,noon,8150
Jeans_417_Black,Outdoor,Black,female,evening,6668
Jacket_168_Blue,Casual,Blue,unisex,noon,4166
Pants_657_Red,Outdoor,Red,unisex,noon,5519
Jacket_47_Yellow,Casual,Yellow,male,evening,6654
Jacket_224_Pink,Outdoor,Pink,male,evening,9703
Jeans_323_Black,Wedding,Black,male,noon,6706
T-shirt_561_Green,Casual,Green,male,morning,4469
Skirt_880_Blue,Casual,Blue,male,night,4200
Pants_633_Blue,Outdoor,Blue,unisex,noon,7753
Dress_627_Green,Outdoor,Green,unisex,evening,6213
Shirt_562_Pink,Casual,Pink,unisex,morning,9023
Dress_398_White,Work,White,female,morning,2592
Shirt_671_Blue,Wedding,Blue,male,night,7644
Dress_732_Purple,Outdoor,Purple,male,evening,9615
Pants_449_White,Wedding,White,unisex,night,4326
Shirt_587_White,Party,White,unisex,night,7434
Pants_71_Blue,Work,Blue,female,night,7108
Jeans_162_Pink,Formal,Pink,male,evening,2116
Shirt_463_Purple,Party,Purple,female,evening,8414
Jeans_465_Green,Party,Green,male,morning,7689
Pants_443_Black,Party,Black,female,night,6375
Jacket_467_Pink,Wedding,Pink,unisex,night,2809
T-shirt_922_Yellow,Work,Yellow,male,morning,1365
Blouse_468_Green,Wedding,Green,unisex,night,2294
Dress_2_White,Outdoor,White,female,evening,2630
Shirt_985_Yellow,Wedding,Yellow,female,noon,5141
Blouse_524_Pink,Outdoor,Pink,unisex,noon,6356
Blouse_185_Pink,Outdoor,Pink,female,night,4244
Shirt_576_Purple,Party,Purple,male,night,1887
Blouse_36_Purple,Wedding,Purple,male,night,9285
Shirt_384_Purple,Party,Purple,female,morning,3765
Pants_86_Yellow,Outdoor,Yellow,unisex,night,1855
Pants_694_White,Casual,White,unisex,morning,6407
Shirt_102_Red,Outdoor,Red,unisex,night,5067
T-shirt_682_Pink,Party,Pink,male,night,6370
Pants_809_Pink,Wedding,Pink,female,morning,7446
Jeans_90_Red,Outdoor,Red,unisex,night,7638
Jacket_629_Purple,Wedding,Purple,unisex,evening,2282
Jacket_582_Blue,Wedding,Blue,male,morning,3537
Jeans_348_White,Outdoor,White,male,night,3980
Blouse_922_Red,Wedding,Red,unisex,morning,1799
Shirt_772_Yellow,Casual,Yellow,male,night,2722
Jeans_954_Red,Formal,Red,female,noon,8286
Jacket_898_Purple,Casual,Purple,female,night,1717
Jacket_875_Purple,Casual,Purple,female,night,9126
Jeans_335_Blue,Party,Blue,female,noon,9961
Dress_195_Black,Wedding,Black,unisex,noon,7570
Shirt_933_Yellow,Outdoor,Yellow,male,night,1527
Jeans_74_Black,Party,Black,female,evening,6607
Jeans_652_Green,Party,Green,unisex,evening,1450
Skirt_106_White,Outdoor,White,female,morning,6842
Pants_899_Blue,Casual,Blue,unisex,morning,1733
Blouse_680_Green,Formal,Green,male,morning,6443
Skirt_579_Yellow,Wedding,Yellow,unisex,evening,2164
T-shirt_583_Blue,Outdoor,Blue,female,evening,5659
Pants_674_Yellow,Party,Yellow,unisex,noon,2751
Dress_57_Green,Wedding,Green,unisex,noon,4592
Pants_801_Purple,Outdoor,Purple,female,evening,2152
Jeans_712_Yellow,Formal,Yellow,unisex,morning,3548
Pants_46_Blue,Party,Blue,female,evening,1935
Jacket_366_White,Outdoor,White,male,noon,9132
Jeans_217_Purple,Casual,Purple,male,night,2109
Shirt_512_Red,Outdoor,Red,male,night,9058
Blouse_218_Red,Outdoor,Red,female,night,2134
T-shirt_634_Purple,Formal,Purple,female,evening,1377
Jacket_237_Yellow,Wedding,Yellow,female,evening,2050
Shirt_422_Black,Party,Black,male,evening,1873
Skirt_469_Pink,Casual,Pink,female,noon,6305
Blouse_148_Yellow,Wedding,Yellow,unisex,night,3316
Blouse_533_White,Outdoor,White,male,morning,4896
Blouse_706_Pink,Party,Pink,female,morning,5667
Shirt_200_Pink,Work,Pink,male,morning,6610
Pants_480_Blue,Wedding,Blue,female,evening,7294
Shirt_705_Pink,Work,Pink,male,morning,7694
Dress_963_Yellow,Party,Yellow,female,noon,7831
Pants_366_Red,Outdoor,Red,male,morning,2671
Jeans_339_Black,Formal,Black,female,evening,8539
Pants_724_Green,Work,Green,female,noon,1909
Skirt_325_Yellow,Wedding,Yellow,female,night,2273
Jeans_354_Green,Casual,Green,unisex,night,5220
Blouse_383_Black,Formal,Black,male,morning,3471
Jeans_761_White,Outdoor,White,female,evening,8363
Dress_677_Pink,Party,Pink,male,evening,7650
Skirt_81_Red,Outdoor,Red,unisex,noon,7023
Pants_710_Black,Formal,Black,male,night,3204
Jeans_630_Black,Formal,Black,male,evening,6565
Shirt_445_Black,Party,Black,male,morning,6790
Shirt_511_Red,Work,Red,male,morning,9573
Shirt_559_Green,Wedding,Green,male,morning,9525
Jeans_458_Red,Formal,Red,unisex,night,8782
Dress_575_Green,Formal,Green,male,morning,8455
Skirt_878_Purple,Wedding,Purple,male,morning,8353
Blouse_60_Red,Party,Red,unisex,evening,4135
Dress_404_Pink,Casual,Pink,unisex,night,4137
Dress_890_Purple,Casual,Purple,male,evening,3872
Skirt_754_Green,Casual,Green,female,night,7038
Jeans_139_White,Casual,White,male,night,3297
Shirt_72_Purple,Party,Purple,male,night,5517
T-shirt_487_Blue,Party,Blue,female,night,5665
Pants_937_Blue,Formal,Blue,unisex,noon,5803
Jacket_878_Black,Wedding,Black,unisex,evening,1273
Skirt_543_Purple,Formal,Purple,male,night,1103
T-shirt_811_Pink,Party,Pink,female,noon,5388
Skirt_342_Green,Casual,Green,unisex,night,4085
Jacket_896_Red,Formal,Red,male,night,7341
Blouse_328_Black,Wedding,Black,unisex,evening,5205
Jacket_956_Yellow,Casual,Yellow,female,evening,1279
Shirt_195_Red,Party,Red,unisex,morning,2585
Skirt_205_Pink,Wedding,Pink,female,night,3369
Jeans_858_Purple,Outdoor,Purple,female,morning,4106
Jacket_74_Purple,Wedding,Purple,unisex,night,6225
Blouse_115_Black,Casual,Black,female,evening,9083
Pants_336_Black,Party,Black,male,night,1900
Jacket_514_Red,Work,Red,male,noon,5555
Dress_771_Red,Formal,Red,unisex,noon,6561
Shirt_855_Green,Outdoor,Green,male,noon,8767
Shirt_843_Purple,Casual,Purple,male,noon,3204
Dress_338_Green,Wedding,Green,unisex,night,2096
Dress_265_White,Work,White,unisex,night,5389
Dress_877_Purple,Party,Purple,unisex,evening,8104
Skirt_982_White,Wedding,White,female,noon,1305
Jacket_831_Yellow,Casual,Yellow,unisex,morning,9690
Shirt_933_Blue,Outdoor,Blue,male,evening,8443
Pants_479_Green,Work,Green,female,evening,2194
Skirt_731_White,Work,White,female,night,7544
Dress_487_Blue,Formal,Blue,unisex,morning,9080
Jeans_59_Purple,Casual,Purple,female,morning,6223
Skirt_739_Red,Outdoor,Red,unisex,evening,6089
Jacket_945_Black,Party,Black,unisex,evening,9366
Jacket_338_Red,Formal,Red,unisex,morning,6501
Skirt_667_Black,Casual,Black,unisex,night,4536
T-shirt_884_Pink,Party,Pink,male,noon,3726
Jeans_422_Red,Wedding,Red,female,evening,3240
Dress_149_Pink,Formal,Pink,male,evening,4204
Shirt_736_Blue,Wedding,Blue,male,noon,8698
Jeans_951_White,Formal,White,female,noon,2708
Jeans_687_Green,Wedding,Green,unisex,night,4594
Skirt_523_Green,Wedding,Green,male,noon,8437
Jeans_970_Green,Formal,Green,male,night,8173
